"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"Time Between Contact First Conversion and Deal Creation","time_between_contact_first_conversion_and_deal_creation","number","","deal_create_attribution_-_first_touch","false","","true","false","true","false","false","false","Nay Luchetti","Sales view (1); Properties v3 card (1)","35.57%","2/5/26 11:26 AM CST","HubSpot Calculation"
"ARR Change","arr_change_","number","","dealscripted","false","","true","false","true","false","false","false","Andrea Laurent","Calculated property (1); Rollup property (1); Dataset (3); Sales view (2); Properties v3 card (1)","6.29%","2/2/26 5:20 PM CST","HubSpot Calculation"
"Average Deal Owner Duration In Current Stage","hs_average_deal_owner_duration_in_current_stage","number","Time duration of the calculated average time of closed-won deals spent in current pipeline stage","dealscripted","false","","true","true","false","false","false","true","HubSpot","Properties v3 card (1)","16.84%","2/5/26 11:57 AM CST","HubSpot Processing"
"Is Stalled","hs_is_stalled","bool","True if Time in stage is 20% longer than the deal owner’s closed-won average time for that stage, false otherwise.","dealscripted","false","true; false","true","true","false","false","false","true","HubSpot","","18.36%","2/9/26 7:13 PM CST","HubSpot Processing"
"Is Stalled After Timestamp","hs_is_stalled_after_timestamp","datetime","Timestamp when Time in stage became 20% longer than the deal owner’s closed-won average for that stage.","dealscripted","false","","true","true","false","false","false","true","HubSpot","","16.84%","2/5/26 11:57 AM CST","HubSpot Processing"
"HubSpot Weighted arr_change_","hs_weighted_arr_change__tdwsmx","number","HubSpot Weighted arr_change_","dealscripted","false","","true","true","true","false","false","true","HubSpot","","6.29%","2/10/26 4:46 PM CST","HubSpot Calculation"
"Cumulative time in ""Pastors Landing Page (Old (inactive))""","hs_v2_cumulative_time_in_00d8e4c0_c377_4ff8_a60f_fa41d452bef3_1315392801","number","The cumulative time in seconds spent by the deal in the 'Pastors Landing Page' stage, 'Old (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.09%","8/3/21 11:48 AM CDT","HubSpot Processing"
"Cumulative time in ""Lead (Old (inactive))""","hs_v2_cumulative_time_in_0b4a174b_6fe2_4800_b39d_278ed0e2f7cf_1217684179","number","The cumulative time in seconds spent by the deal in the 'Lead' stage, 'Old (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","10/14/21 3:44 PM CDT","HubSpot Processing"
"Cumulative time in ""Prospecting (Agencies)""","hs_v2_cumulative_time_in_101563721","number","The cumulative time in seconds spent by the deal in the 'Prospecting' stage, 'Agencies' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.64%","7/8/24 1:50 PM CDT","HubSpot Calculation"
"Cumulative time in ""First Meeting (Agencies)""","hs_v2_cumulative_time_in_101563722","number","The cumulative time in seconds spent by the deal in the 'First Meeting' stage, 'Agencies' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.55%","7/1/24 9:06 AM CDT","HubSpot Calculation"
"Cumulative time in ""Client Discussion / Identification (Agencies)""","hs_v2_cumulative_time_in_101563723","number","The cumulative time in seconds spent by the deal in the 'Client Discussion / Identification' stage, 'Agencies' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.46%","7/1/24 9:06 AM CDT","HubSpot Calculation"
"Cumulative time in ""Data Dashboard Deep Dive (Agencies)""","hs_v2_cumulative_time_in_101563724","number","The cumulative time in seconds spent by the deal in the 'Data Dashboard Deep Dive' stage, 'Agencies' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.32%","7/1/24 9:06 AM CDT","HubSpot Calculation"
"Cumulative time in ""Relationship Scoping (Agencies)""","hs_v2_cumulative_time_in_101563725","number","The cumulative time in seconds spent by the deal in the 'Relationship Scoping' stage, 'Agencies' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.37%","9/24/24 8:42 AM CDT","HubSpot Calculation"
"Cumulative time in ""Set Client Meetings (Agencies)""","hs_v2_cumulative_time_in_101563726","number","The cumulative time in seconds spent by the deal in the 'Set Client Meetings' stage, 'Agencies' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.18%","7/1/24 9:08 AM CDT","HubSpot Calculation"
"Cumulative time in ""Discovery Call Completed (New Business)""","hs_v2_cumulative_time_in_1040840050","number","The cumulative time in seconds spent by the deal in the 'Discovery Call Completed' stage, 'New Business' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","8.49%","2/5/26 12:03 PM CST","HubSpot Calculation"
"Cumulative time in ""Demonstration complete (New Business)""","hs_v2_cumulative_time_in_1040840051","number","The cumulative time in seconds spent by the deal in the 'Demonstration complete' stage, 'New Business' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","Report (1)","6.06%","2/5/26 12:03 PM CST","HubSpot Calculation"
"Cumulative time in ""Proposal Sent (New Business)""","hs_v2_cumulative_time_in_1040840052","number","The cumulative time in seconds spent by the deal in the 'Proposal Sent' stage, 'New Business' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","Report (1)","3.72%","2/5/26 12:03 PM CST","HubSpot Calculation"
"Cumulative time in ""Negotiation & Objections (New Business)""","hs_v2_cumulative_time_in_1040840053","number","The cumulative time in seconds spent by the deal in the 'Negotiation & Objections' stage, 'New Business' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","Report (1)","3.26%","1/29/26 11:24 AM CST","HubSpot Calculation"
"Cumulative time in ""Quote sent for signature (New Business)""","hs_v2_cumulative_time_in_1040840054","number","The cumulative time in seconds spent by the deal in the 'Quote sent for signature' stage, 'New Business' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","Report (2)","2.52%","2/2/26 10:09 AM CST","HubSpot Calculation"
"Cumulative time in ""Closed Won (New Business)""","hs_v2_cumulative_time_in_1040840055","number","The cumulative time in seconds spent by the deal in the 'Closed Won' stage, 'New Business' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.23%","10/16/25 10:29 AM CDT","Record Merge"
"Cumulative time in ""Closed Lost (New Business)""","hs_v2_cumulative_time_in_1040840056","number","The cumulative time in seconds spent by the deal in the 'Closed Lost' stage, 'New Business' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.09%","2/10/26 4:46 PM CST","HubSpot Calculation"
"Cumulative time in ""Solution Scoping Completed (New Business)""","hs_v2_cumulative_time_in_1040840072","number","The cumulative time in seconds spent by the deal in the 'Solution Scoping Completed' stage, 'New Business' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","Report (1)","4.96%","2/5/26 12:03 PM CST","HubSpot Calculation"
"Cumulative time in ""Closed Lost (Agencies)""","hs_v2_cumulative_time_in_104931737","number","The cumulative time in seconds spent by the deal in the 'Closed Lost' stage, 'Agencies' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","9/24/24 9:13 AM CDT","HubSpot Calculation"
"Cumulative time in ""Closed Won (Agencies)""","hs_v2_cumulative_time_in_104947369","number","The cumulative time in seconds spent by the deal in the 'Closed Won' stage, 'Agencies' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","7/29/24 10:50 AM CDT","HubSpot Calculation"
"Cumulative time in ""Onboarding & Implementation (Retention)""","hs_v2_cumulative_time_in_1051605848","number","The cumulative time in seconds spent by the deal in the 'Onboarding & Implementation' stage, 'Retention' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","12/23/25 1:23 PM CST","HubSpot Calculation"
"Cumulative time in ""Active (Retention)""","hs_v2_cumulative_time_in_1051605849","number","The cumulative time in seconds spent by the deal in the 'Active' stage, 'Retention' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","10/3/25 1:52 PM CDT","HubSpot Calculation"
"Cumulative time in ""Renewed (Retention)""","hs_v2_cumulative_time_in_1051605850","number","The cumulative time in seconds spent by the deal in the 'Renewed' stage, 'Retention' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","4/17/25 1:02 PM CDT","HubSpot Calculation"
"Cumulative time in ""Expanded (Retention)""","hs_v2_cumulative_time_in_1051605851","number","The cumulative time in seconds spent by the deal in the 'Expanded' stage, 'Retention' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Downgraded (Retention)""","hs_v2_cumulative_time_in_1051605852","number","The cumulative time in seconds spent by the deal in the 'Downgraded' stage, 'Retention' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Churned – Closed Lost  (Retention)""","hs_v2_cumulative_time_in_1051605854","number","The cumulative time in seconds spent by the deal in the 'Churned – Closed Lost ' stage, 'Retention' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Downgrade/Churn Request Received (Downgrade/Churn)""","hs_v2_cumulative_time_in_1051605859","number","The cumulative time in seconds spent by the deal in the 'Downgrade/Churn Request Received' stage, 'Downgrade/Churn' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.09%","10/1/25 4:55 PM CDT","HubSpot Calculation"
"Cumulative time in ""Discovery & Retention Attempt (Downgrade/Churn)""","hs_v2_cumulative_time_in_1051605860","number","The cumulative time in seconds spent by the deal in the 'Discovery & Retention Attempt' stage, 'Downgrade/Churn' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","10/1/25 4:55 PM CDT","HubSpot Calculation"
"Cumulative time in ""Revised Proposal Sent (Downgrade/Churn)""","hs_v2_cumulative_time_in_1051605861","number","The cumulative time in seconds spent by the deal in the 'Revised Proposal Sent' stage, 'Downgrade/Churn' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","12/2/25 4:44 PM CST","HubSpot Calculation"
"Cumulative time in ""Final Negotiation & Decision (Downgrade/Churn)""","hs_v2_cumulative_time_in_1051605862","number","The cumulative time in seconds spent by the deal in the 'Final Negotiation & Decision' stage, 'Downgrade/Churn' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.09%","12/2/25 4:44 PM CST","HubSpot Calculation"
"Cumulative time in ""Quote sent for signature/ Exit Process Initiated (Downgrade/Churn)""","hs_v2_cumulative_time_in_1051605863","number","The cumulative time in seconds spent by the deal in the 'Quote sent for signature/ Exit Process Initiated' stage, 'Downgrade/Churn' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.09%","12/2/25 9:33 PM CST","HubSpot Calculation"
"Cumulative time in ""Closed Won – Retained with no changes (Downgrade/Churn)""","hs_v2_cumulative_time_in_1051605864","number","The cumulative time in seconds spent by the deal in the 'Closed Won – Retained with no changes' stage, 'Downgrade/Churn' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.09%","12/3/25 12:40 PM CST","HubSpot Calculation"
"Cumulative time in ""Closed Won – Readjusted Service (Downgrade/Churn)""","hs_v2_cumulative_time_in_1051605865","number","The cumulative time in seconds spent by the deal in the 'Closed Won – Readjusted Service' stage, 'Downgrade/Churn' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Closed lost – Churned (Downgrade/Churn)""","hs_v2_cumulative_time_in_1052367479","number","The cumulative time in seconds spent by the deal in the 'Closed lost – Churned' stage, 'Downgrade/Churn' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Evaluating (Ministry (inactive))""","hs_v2_cumulative_time_in_11275784","number","The cumulative time in seconds spent by the deal in the 'Evaluating' stage, 'Ministry (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","21.11%","6/19/25 4:34 PM CDT","HubSpot Calculation"
"Cumulative time in ""Target Account Identified (Government)""","hs_v2_cumulative_time_in_1246459490","number","The cumulative time in seconds spent by the deal in the 'Target Account Identified' stage, 'Government' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Initial Outreach / Warm Introduction (Government)""","hs_v2_cumulative_time_in_1246459491","number","The cumulative time in seconds spent by the deal in the 'Initial Outreach / Warm Introduction' stage, 'Government' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.18%","12/17/25 5:40 PM CST","HubSpot Calculation"
"Cumulative time in ""Discovery & Use Case Alignment (Government)""","hs_v2_cumulative_time_in_1246459492","number","The cumulative time in seconds spent by the deal in the 'Discovery & Use Case Alignment' stage, 'Government' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.18%","12/22/25 11:55 AM CST","HubSpot Calculation"
"Cumulative time in ""Internal Champion Identified (Government)""","hs_v2_cumulative_time_in_1246459493","number","The cumulative time in seconds spent by the deal in the 'Internal Champion Identified' stage, 'Government' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Legal, Compliance & Procurement Review (Government)""","hs_v2_cumulative_time_in_1246459494","number","The cumulative time in seconds spent by the deal in the 'Legal, Compliance & Procurement Review' stage, 'Government' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Closed Won – Active Government Partner (Government)""","hs_v2_cumulative_time_in_1246459495","number","The cumulative time in seconds spent by the deal in the 'Closed Won – Active Government Partner' stage, 'Government' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Closed Lost (Government)""","hs_v2_cumulative_time_in_1246459496","number","The cumulative time in seconds spent by the deal in the 'Closed Lost' stage, 'Government' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Solution Design & Proposal Draft (Government)""","hs_v2_cumulative_time_in_1246787666","number","The cumulative time in seconds spent by the deal in the 'Solution Design & Proposal Draft' stage, 'Government' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Implementation / Onboarding (Government)""","hs_v2_cumulative_time_in_1246787667","number","The cumulative time in seconds spent by the deal in the 'Implementation / Onboarding' stage, 'Government' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Budget Secured / Funding Approved (Government)""","hs_v2_cumulative_time_in_1251500310","number","The cumulative time in seconds spent by the deal in the 'Budget Secured / Funding Approved' stage, 'Government' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Final Approval & Contract Execution (Government)""","hs_v2_cumulative_time_in_1251500311","number","The cumulative time in seconds spent by the deal in the 'Final Approval & Contract Execution' stage, 'Government' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Prospecting (Sponsorships)""","hs_v2_cumulative_time_in_1287894955","number","The cumulative time in seconds spent by the deal in the 'Prospecting' stage, 'Sponsorships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""First Meeting (Sponsorships)""","hs_v2_cumulative_time_in_1287894956","number","The cumulative time in seconds spent by the deal in the 'First Meeting' stage, 'Sponsorships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Client Discussion / Identification (Sponsorships)""","hs_v2_cumulative_time_in_1287894957","number","The cumulative time in seconds spent by the deal in the 'Client Discussion / Identification' stage, 'Sponsorships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Data Dashboard Deep Dive (Sponsorships)""","hs_v2_cumulative_time_in_1287894958","number","The cumulative time in seconds spent by the deal in the 'Data Dashboard Deep Dive' stage, 'Sponsorships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Relationship Scoping (Sponsorships)""","hs_v2_cumulative_time_in_1287894959","number","The cumulative time in seconds spent by the deal in the 'Relationship Scoping' stage, 'Sponsorships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Set Client Meetings (Sponsorships)""","hs_v2_cumulative_time_in_1287894960","number","The cumulative time in seconds spent by the deal in the 'Set Client Meetings' stage, 'Sponsorships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Closed Lost (Sponsorships)""","hs_v2_cumulative_time_in_1287894961","number","The cumulative time in seconds spent by the deal in the 'Closed Lost' stage, 'Sponsorships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Closed Won (Sponsorships)""","hs_v2_cumulative_time_in_1287894962","number","The cumulative time in seconds spent by the deal in the 'Closed Won' stage, 'Sponsorships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Contract Sent (Sponsorships)""","hs_v2_cumulative_time_in_1287970824","number","The cumulative time in seconds spent by the deal in the 'Contract Sent' stage, 'Sponsorships' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Not Interested (Old (inactive))""","hs_v2_cumulative_time_in_22661ebc_681a_476d_a44a_c667e3320359_1906295900","number","The cumulative time in seconds spent by the deal in the 'Not Interested' stage, 'Old (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Lead (Old 2 (inactive))""","hs_v2_cumulative_time_in_41740915","number","The cumulative time in seconds spent by the deal in the 'Lead' stage, 'Old 2 (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.55%","1/16/24 7:18 AM CST","HubSpot Calculation"
"Cumulative time in ""Working Lead (Old 2 (inactive))""","hs_v2_cumulative_time_in_41740916","number","The cumulative time in seconds spent by the deal in the 'Working Lead' stage, 'Old 2 (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","2.11%","7/30/25 2:12 PM CDT","HubSpot Calculation"
"Cumulative time in ""Wants postcards (Old (inactive))""","hs_v2_cumulative_time_in_5729c1e2_e23b_456a_8004_ba1f680ebc63_174389879","number","The cumulative time in seconds spent by the deal in the 'Wants postcards' stage, 'Old (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Discovery (Ministry (inactive))""","hs_v2_cumulative_time_in_6105698","number","The cumulative time in seconds spent by the deal in the 'Discovery' stage, 'Ministry (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","53.14%","9/9/25 12:29 PM CDT","Record Merge"
"Cumulative time in ""Negotiation (Ministry (inactive))""","hs_v2_cumulative_time_in_6105701","number","The cumulative time in seconds spent by the deal in the 'Negotiation' stage, 'Ministry (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","12.57%","5/9/25 8:04 AM CDT","HubSpot Calculation"
"Cumulative time in ""Verbal Yes/Contract Sent (Ministry (inactive))""","hs_v2_cumulative_time_in_6105702","number","The cumulative time in seconds spent by the deal in the 'Verbal Yes/Contract Sent' stage, 'Ministry (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","Report (1)","10.88%","5/9/25 8:04 AM CDT","HubSpot Calculation"
"Cumulative time in ""Closed won (Ministry (inactive))""","hs_v2_cumulative_time_in_6105703","number","The cumulative time in seconds spent by the deal in the 'Closed won' stage, 'Ministry (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","9.13%","10/9/25 4:56 PM CDT","HubSpot Calculation"
"Cumulative time in ""Closed lost (Ministry (inactive))""","hs_v2_cumulative_time_in_6105704","number","The cumulative time in seconds spent by the deal in the 'Closed lost' stage, 'Ministry (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","2.62%","10/9/25 4:56 PM CDT","HubSpot Calculation"
"Cumulative time in ""Stage (Old 2 (inactive))""","hs_v2_cumulative_time_in_660511","number","The cumulative time in seconds spent by the deal in the 'Stage' stage, 'Old 2 (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.18%","2/26/25 11:36 AM CST","HubSpot Calculation"
"Cumulative time in ""Contacted (Old (inactive))""","hs_v2_cumulative_time_in_6c84923b_4ada_4141_a132_3acb8f19ef27_1860999466","number","The cumulative time in seconds spent by the deal in the 'Contacted' stage, 'Old (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","10/29/21 2:56 PM CDT","HubSpot Processing"
"Cumulative time in ""Box Sent (Old (inactive))""","hs_v2_cumulative_time_in_708fbb00_714c_4f03_8569_d8aef1b57345_1088365520","number","The cumulative time in seconds spent by the deal in the 'Box Sent' stage, 'Old (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Demo (Ministry (inactive))""","hs_v2_cumulative_time_in_8350900","number","The cumulative time in seconds spent by the deal in the 'Demo' stage, 'Ministry (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","32.22%","8/7/25 9:50 AM CDT","Record Merge"
"Cumulative time in ""Transferred Leads (Old (inactive))""","hs_v2_cumulative_time_in_945caa15_225a_4837_95d3_5324d0531a40_369309293","number","The cumulative time in seconds spent by the deal in the 'Transferred Leads' stage, 'Old (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","7/30/21 1:06 PM CDT","HubSpot Processing"
"Cumulative time in ""Basket Dropped Off (Old (inactive))""","hs_v2_cumulative_time_in_d195df4e_ef2a_48c0_83a2_d4d1bbb154e4_134791292","number","The cumulative time in seconds spent by the deal in the 'Basket Dropped Off' stage, 'Old (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Postcards sent (Old (inactive))""","hs_v2_cumulative_time_in_e98d6bfa_50c3_4a26_91ce_0d10b77d7b9f_1875140207","number","The cumulative time in seconds spent by the deal in the 'Postcards sent' stage, 'Old (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Date entered ""Pastors Landing Page (Old (inactive))""","hs_v2_date_entered_00d8e4c0_c377_4ff8_a60f_fa41d452bef3_1315392801","datetime","The date and time when the deal entered the 'Pastors Landing Page' stage, 'Old (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.09%","10/24/23 3:20 PM CDT","HubSpot Processing"
"Date entered ""Lead (Old (inactive))""","hs_v2_date_entered_0b4a174b_6fe2_4800_b39d_278ed0e2f7cf_1217684179","datetime","The date and time when the deal entered the 'Lead' stage, 'Old (inactive)' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","",""
"Date entered ""Prospecting (Agencies)""","hs_v2_date_entered_101563721","datetime","The date and time when the deal entered the 'Prospecting' stage, 'Agencies' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","1.7%","7/8/24 1:51 PM CDT","HubSpot Calculation"
"Date entered ""First Meeting (Agencies)""","hs_v2_date_entered_101563722","datetime","The date and time when the deal entered the 'First Meeting' stage, 'Agencies' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.64%","7/8/24 1:50 PM CDT","HubSpot Calculation"
"Date entered ""Client Discussion / Identification (Agencies)""","hs_v2_date_entered_101563723","datetime","The date and time when the deal entered the 'Client Discussion / Identification' stage, 'Agencies' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.5%","7/1/24 9:06 AM CDT","HubSpot Calculation"
"Date entered ""Data Dashboard Deep Dive (Agencies)""","hs_v2_date_entered_101563724","datetime","The date and time when the deal entered the 'Data Dashboard Deep Dive' stage, 'Agencies' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.41%","7/1/24 9:06 AM CDT","HubSpot Calculation"
"Date entered ""Relationship Scoping (Agencies)""","hs_v2_date_entered_101563725","datetime","The date and time when the deal entered the 'Relationship Scoping' stage, 'Agencies' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.41%","9/24/24 9:13 AM CDT","HubSpot Calculation"
"Date entered ""Set Client Meetings (Agencies)""","hs_v2_date_entered_101563726","datetime","The date and time when the deal entered the 'Set Client Meetings' stage, 'Agencies' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.37%","9/24/24 8:42 AM CDT","HubSpot Calculation"
"Date entered ""Discovery Call Completed (New Business)""","hs_v2_date_entered_1040840050","datetime","The date and time when the deal entered the 'Discovery Call Completed' stage, 'New Business' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","14.13%","2/5/26 11:35 AM CST","HubSpot Calculation"
"Date entered ""Demonstration complete (New Business)""","hs_v2_date_entered_1040840051","datetime","The date and time when the deal entered the 'Demonstration complete' stage, 'New Business' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","Report (1)","9.22%","2/5/26 12:03 PM CST","HubSpot Calculation"
"Date entered ""Proposal Sent (New Business)""","hs_v2_date_entered_1040840052","datetime","The date and time when the deal entered the 'Proposal Sent' stage, 'New Business' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","4.91%","2/5/26 12:03 PM CST","HubSpot Calculation"
"Date entered ""Negotiation & Objections (New Business)""","hs_v2_date_entered_1040840053","datetime","The date and time when the deal entered the 'Negotiation & Objections' stage, 'New Business' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","4.18%","2/10/26 4:46 PM CST","HubSpot Calculation"
"Date entered ""Quote sent for signature (New Business)""","hs_v2_date_entered_1040840054","datetime","The date and time when the deal entered the 'Quote sent for signature' stage, 'New Business' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","Pipeline object tag (1)","3.07%","1/29/26 11:24 AM CST","HubSpot Calculation"
"Date entered ""Closed Won (New Business)""","hs_v2_date_entered_1040840055","datetime","The date and time when the deal entered the 'Closed Won' stage, 'New Business' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","Automation platform flow (1)","11.34%","2/2/26 10:09 AM CST","HubSpot Calculation"
"Date entered ""Closed Lost (New Business)""","hs_v2_date_entered_1040840056","datetime","The date and time when the deal entered the 'Closed Lost' stage, 'New Business' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","5.28%","2/5/26 8:04 AM CST","HubSpot Calculation"
"Date entered ""Solution Scoping Completed (New Business)""","hs_v2_date_entered_1040840072","datetime","The date and time when the deal entered the 'Solution Scoping Completed' stage, 'New Business' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","7.11%","2/5/26 12:03 PM CST","HubSpot Calculation"
"Date entered ""Closed Lost (Agencies)""","hs_v2_date_entered_104931737","datetime","The date and time when the deal entered the 'Closed Lost' stage, 'Agencies' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","10/20/23 2:49 PM CDT","HubSpot Processing"
"Date entered ""Closed Won (Agencies)""","hs_v2_date_entered_104947369","datetime","The date and time when the deal entered the 'Closed Won' stage, 'Agencies' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.18%","7/1/24 9:08 AM CDT","HubSpot Calculation"
"Date entered ""Onboarding & Implementation (Retention)""","hs_v2_date_entered_1051605848","datetime","The date and time when the deal entered the 'Onboarding & Implementation' stage, 'Retention' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","1/27/26 10:56 AM CST","HubSpot Calculation"
"Date entered ""Active (Retention)""","hs_v2_date_entered_1051605849","datetime","The date and time when the deal entered the 'Active' stage, 'Retention' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","12/16/25 3:08 AM CST","HubSpot Calculation"
"Date entered ""Renewed (Retention)""","hs_v2_date_entered_1051605850","datetime","The date and time when the deal entered the 'Renewed' stage, 'Retention' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","10/3/25 1:41 PM CDT","HubSpot Calculation"
"Date entered ""Expanded (Retention)""","hs_v2_date_entered_1051605851","datetime","The date and time when the deal entered the 'Expanded' stage, 'Retention' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
